Employer,Registration_Date,Client_Current_Age,Parent_on_Enrolment,Gender,Ethnic_Origin,Has_Disability,Disability_details,Religion,Sexuality,Highest_Level_of_Education,Claiming_Benefits,Benefits,WARD_NAME
Goodinge Group Practice,27-09-2018,21,No,Female,(B) Mixed - White and Black Caribbean,Yes,NULL,Christian,Heterosexual,ISCED Level 3 (Upper secondary education),Yes,"Disability living allowance (DLA), Months on benefits",Holloway
London Borough of Islington ,27-09-2018,21,No,Female,(B) Mixed - White and Black Caribbean,Yes,NULL,Christian,Heterosexual,ISCED Level 3 (Upper secondary education),Yes,"Disability living allowance (DLA), Months on benefits",Holloway
Topshop,27-09-2018,21,No,Female,(B) Mixed - White and Black Caribbean,Yes,NULL,Christian,Heterosexual,ISCED Level 3 (Upper secondary education),Yes,"Disability living allowance (DLA), Months on benefits",Holloway
No Outcome,25-02-2021,21,Blanks,Female,(B) Mixed - White and Black Caribbean,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,26-06-2020,40,Yes,Female,(D) Black or Black British - Somali,No,NULL,Muslim,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),Holloway
No Outcome,08-10-2020,49,Yes,Male,(E) Other Ethnic Groups - Prefer not to say,No,NULL,Other religion,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),Holloway
No Outcome,01-04-2019,52,Yes,Female,(D) Black or Black British - Caribbean,Yes,NULL,Christian,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),Holloway
No Outcome,13-03-2021,28,Blanks,Male,(B) Mixed - Any other Mixed background,Blanks,NULL,Other religion,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,04-05-2021,35,Yes,Female,(A) White - British,No,NULL,No religion / atheist,Heterosexual,ISCED Level 4 (Post secondary - tertiary and non-tertiary),Yes,"Carers allowance, Universal credit (UC)",Holloway
No Outcome,01-02-2019,59,No,Female,(D) Black or Black British - Any other Black background,Yes,NULL,Other religion,Heterosexual,ISCED Level 2 (Lower secondary education),No,Not in receipt of benefits,Holloway
No Outcome,19-04-2021,20,Blanks,Female,(C) Asian or Asian British - Bangladeshi,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Holloway
The Betty Layward Primary School,17-09-2020,35,Yes,Female,(C) Asian or Asian British - Pakistani,Blanks,NULL,Blanks,Blanks,ISCED Level 3 (Upper secondary education),Yes,Universal credit (UC),St George's
No Outcome,01-04-2021,24,Blanks,Female,(B) Mixed - White and Black African,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,26-05-2021,43,Blanks,Female,(A) White - Irish,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,18-12-2020,28,No,Male,(D) Black or Black British - Somali,No,NULL,Muslim,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),St George's
Self Employed ,23-03-2021,39,Blanks,Female,(A) White - Any other White background,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,02-03-2021,36,Yes,Female,(C) Asian or Asian British - Any other Asian background,Yes,NULL,Muslim,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),St George's
No Outcome,03-08-2021,24,Blanks,Male,(E) Other Ethnic Group - Latin American,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,10-04-2021,27,Blanks,Female,(D) Black or Black British - Caribbean,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,25-02-2021,28,Blanks,Female,(D) Black or Black British - Caribbean,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,17-09-2020,21,No,Male,(C) Asian or Asian British - Any other Asian background,Yes,NULL,Muslim,Heterosexual,Blanks,Yes,Carers allowance,St George's
Whittington Health,08-02-2019,35,Yes,Female,(D) Black or Black British - Any other Black background,Yes,NULL,Christian,Heterosexual,ISCED Level 4 (Post secondary - tertiary and non-tertiary),No,Not in receipt of benefits,St George's
No Outcome,11-06-2021,51,Blanks,Female,(A) White - British,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,10-04-2019,55,Yes,Female,(C) Asian or Asian British - Indian,No,NULL,Hindu,Heterosexual,ISCED Level 6 (Bachelor's or equivalent level),Yes,Universal credit (UC),St George's
No Outcome,27-03-2021,55,Blanks,Female,(C) Asian or Asian British - Indian,Blanks,NULL,Hindu,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,27-06-2021,27,Blanks,Female,(C) Asian or Asian British - Indian,Blanks,NULL,Hindu,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,24-03-2021,45,Blanks,Female,(C) Asian or Asian British - Any other Asian background,Blanks,NULL,Hindu,Prefer not to say sexuality,Blanks,Blanks,NULL,St George's
No Outcome,16-06-2020,36,Yes,Transgender,(A) White - British,No,NULL,Blanks,Blanks,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),St George's
No Outcome,06-05-2020,22,No,Female,(A) White - British,No,NULL,No religion / atheist,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),St George's
No Outcome,06-09-2021,29,Blanks,Male,(A) White - British,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,10-03-2021,32,Blanks,Male,(A) White - Any other White background,Blanks,NULL,Prefer not to say religion,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,17-06-2021,54,Blanks,Female,(C) Asian or Asian British - Chinese,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,18-03-2019,32,No,Female,(D) Black or Black British - Ghanaian,No,NULL,Prefer not to say religion,No response to sexuality,Blanks,Yes,Universal credit (UC),St George's
No Outcome,07-06-2021,56,Blanks,Female,(A) White - British,Blanks,NULL,Prefer not to say religion,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,21-04-2021,41,Blanks,Male,(B) Mixed - Any other Mixed background,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,01-08-2019,41,Yes,Female,(A) White - Turkish/ Turkish Cypriot,Yes,NULL,Muslim,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Income support (IS),St George's
No Outcome,15-04-2021,34,Blanks,Male,(E) Other Ethnic Group - Arab,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,29-05-2019,57,No,Male,(A) White - British,Yes,NULL,Christian,Gay / lesbian,ISCED Level 7 (Master's or equivalent level),No,Not in receipt of benefits,St George's
No Outcome,06-05-2021,31,Blanks,Female,(C) Asian or Asian British - Bangladeshi,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,08-10-2020,56,Yes,Female,(E) Other Ethnic Groups - Latin American,Yes,NULL,Other religion,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),St George's
No Outcome,09-03-2021,56,Blanks,Female,(E) Other Ethnic Group - Latin American,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,12-03-2021,21,Blanks,Female,(E) Other Ethnic Group - Latin American,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,05-03-2020,40,Yes,Female,(C) Asian or Asian British - Bangladeshi,No,NULL,Blanks,Blanks,ISCED Level 3 (Upper secondary education),Blanks,Carers allowance,St George's
No Outcome,16-05-2021,41,Blanks,Male,(D) Black or Black British - Somali,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,11-08-2021,41,Blanks,Male,(D) Black or Black British - Somali,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,23-10-2018,50,Yes,Female,(D) Black or Black British - Nigerian,Yes,NULL,Christian,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Employment support allowance (ESA),St George's
No Outcome,30-05-2021,16,Blanks,Male,(C) Asian or Asian British - Any other Asian background,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St George's
No Outcome,03-09-2021,27,Yes,Female,(A) White - Any other White background,No,NULL,Christian,Heterosexual,Blanks,No,Not in receipt of benefits,Holloway
No Outcome,01-03-2019,55,No,Male,(A) White - Kurdish,No,NULL,Muslim,Heterosexual,ISCED Level 6 (Bachelor's or equivalent level),No,Not in receipt of benefits,Holloway
No Outcome,17-03-2021,44,Blanks,Female,(A) White - Any other White background,Blanks,NULL,Prefer not to say religion,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,15-07-2021,30,Yes,Female,(E) Other Ethnic Groups - Arab,No,NULL,Muslim,Heterosexual,ISCED Level 6 (Bachelor's or equivalent level),No,Not in receipt of benefits,Holloway
Nhs,03-08-2018,36,No,Female,(A) White - Any other White background,Yes,NULL,No religion / atheist,Heterosexual,ISCED Level 7 (Master's or equivalent level),No,Not in receipt of benefits,Holloway
Haringey and Islington CCG,03-08-2018,36,No,Female,(A) White - Any other White background,Yes,NULL,No religion / atheist,Heterosexual,ISCED Level 7 (Master's or equivalent level),No,Not in receipt of benefits,Holloway
Reed,03-08-2018,36,No,Female,(A) White - Any other White background,Yes,NULL,No religion / atheist,Heterosexual,ISCED Level 7 (Master's or equivalent level),No,Not in receipt of benefits,Holloway
Islington Council,03-08-2018,36,No,Female,(A) White - Any other White background,Yes,NULL,No religion / atheist,Heterosexual,ISCED Level 7 (Master's or equivalent level),No,Not in receipt of benefits,Holloway
No Outcome,21-07-2021,32,Blanks,Male,(E) Other Ethnic Groups - Any other background,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,30-03-2021,38,Blanks,Female,(D) Black or Black British - Eritrean,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,01-04-2021,24,Blanks,Female,(A) White - British,Blanks,NULL,No religion / atheist,Bisexual,Blanks,Blanks,NULL,Holloway
No Outcome,20-12-2018,28,No,Male,(B) Mixed - Any other Mixed background,No,NULL,Prefer not to say religion,Heterosexual,ISCED Level 2 (Lower secondary education),No,Not in receipt of benefits,Holloway
No Outcome,31-03-2021,34,Blanks,Male,(B) Mixed - White and Black Caribbean,Blanks,NULL,Prefer not to say religion,Prefer not to say sexuality,Blanks,Blanks,NULL,Holloway
No Outcome,11-05-2021,23,Blanks,Female,(B) Mixed - Any other Mixed background,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,25-08-2021,52,Blanks,Male,(B) Mixed - White and Black African,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,03-03-2021,18,Blanks,Female,(A) White - British,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,03-03-2021,20,Blanks,Female,(A) White - British,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,Holloway
Aldi Archway,08-06-2018,35,Yes,Male,(D) Black or Black British - Any other Black background,No,NULL,Prefer not to say religion,Heterosexual,ISCED Level 3 (Upper secondary education),Yes,Job seekers allowance (JSA),St George's
No Outcome,07-06-2021,16,Blanks,Female,(E) Other Ethnic Groups - Any other background,Blanks,NULL,Prefer not to say religion,Prefer not to say sexuality,Blanks,Blanks,NULL,St George's
No Outcome,12-03-2021,34,Blanks,Female,(A) White - Any other White background,Blanks,NULL,Christian,Prefer not to say sexuality,Blanks,Blanks,NULL,St George's
Saffron Indian Takeaway,03-08-2020,52,Yes,Male,(C) Asian or Asian British - Bangladeshi,No,NULL,Muslim,Heterosexual,Blanks,Yes,Universal credit (UC),Finsbury Park
No Outcome,10-03-2021,35,Blanks,Female,(A) White - British,Blanks,NULL,Buddhist,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
No Outcome,02-08-2021,24,Blanks,Male,(D) Black or Black British - Eritrean,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
No Outcome,25-08-2020,24,No,Male,(A) White - British,No,NULL,Other religion,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Universal credit (UC),Finsbury Park
No Outcome,10-04-2019,21,No,Male,(D) Black or Black British - Somali,No,NULL,No religion / atheist,No response to sexuality,Blanks,No,Not in receipt of benefits,Finsbury Park
No Outcome,16-07-2019,26,No,Male,(C) Asian or Asian British - Any other Asian background,No,NULL,Muslim,Heterosexual,ISCED Level 4 (Post secondary - tertiary and non-tertiary),No,Not in receipt of benefits,Finsbury Park
London Borough of Islington ,30-04-2018,25,Blanks,Male,(D) Black or Black British - Eritrean,No,NULL,Christian,Blanks,Blanks,No,Not in receipt of benefits,Finsbury Park
No Outcome,30-06-2021,32,Blanks,Female,(D) Black or Black British - Caribbean,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
No Outcome,02-10-2020,26,No,Male,(C) Asian or Asian British - Any other Asian background,No,NULL,Muslim,Heterosexual,ISCED Level 6 (Bachelor's or equivalent level),No,Not in receipt of benefits,Finsbury Park
No Outcome,10-06-2021,59,Blanks,Male,(E) Other Ethnic Groups - Any other background,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
No Outcome,12-04-2021,26,Blanks,Male,(C) Asian or Asian British - Any other Asian background,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
Four Seasons Hotel,22-01-2018,57,Yes,Female,(A) White - Any other White background,No,NULL,Muslim,Heterosexual,ISCED Level 2 (Lower secondary education),Blanks,"Employment support allowance (ESA), Months on benefits",Finsbury Park
No Outcome,05-07-2021,38,Yes,Female,(D) Black or Black British - Somali,No,NULL,Muslim,Heterosexual,ISCED Level 3 (Upper secondary education),Yes,Universal credit (UC),Finsbury Park
No Outcome,06-08-2021,22,Blanks,Female,(A) White - Turkish/ Turkish Cypriot,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
No Outcome,07-03-2019,22,No,Male,(D) Black or Black British - Somali,No,NULL,Prefer not to say religion,No response to sexuality,Blanks,No,Not in receipt of benefits,Finsbury Park
No Outcome,09-07-2021,37,Blanks,Female,(D) Black or Black British - Caribbean,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Finsbury Park
No Outcome,07-03-2021,58,Blanks,Female,(A) White - Irish,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,St Mary's
No Outcome,23-08-2021,37,Blanks,Female,(D) Black or Black British - Other African,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St Mary's
No Outcome,24-06-2021,54,Blanks,Female,(A) White - British,Blanks,NULL,Prefer not to say religion,Prefer not to say sexuality,Blanks,Blanks,NULL,St Mary's
No Outcome,14-04-2021,40,Blanks,Female,(A) White - Turkish/ Turkish Cypriot,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,St Mary's
No Outcome,19-04-2021,47,Yes,Male,(C) Asian or Asian British - Bangladeshi,No,NULL,Muslim,Heterosexual,Blanks,Yes,Other benefit,Holloway
No Outcome,16-08-2018,42,Yes,Male,(A) White - British,Yes,NULL,Christian,Heterosexual,ISCED Level 3 (Upper secondary education),No,Not in receipt of benefits,Holloway
No Outcome,22-03-2021,35,Blanks,Female,(A) White - Any other White background,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Holloway
London Borough Of Islington,09-03-2021,42,Blanks,Female,(A) White - British,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,09-08-2021,36,Blanks,Male,(C) Asian or Asian British - Any other Asian background,Blanks,NULL,Prefer not to say religion,Prefer not to say sexuality,Blanks,Blanks,NULL,Holloway
No Outcome,01-03-2021,50,Blanks,Male,(E) Other Ethnic Groups - Any other background,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,11-08-2021,20,Blanks,Male,(D) Black or Black British - Somali,Blanks,NULL,Muslim,Heterosexual,Blanks,Blanks,NULL,Holloway
London Borough of Islington ,11-10-2019,34,No,Male,(D) Black or Black British - Somali,No,NULL,Muslim,Heterosexual,ISCED Level 6 (Bachelor's or equivalent level),Yes,Not in receipt of benefits,Holloway
No Outcome,29-07-2021,60,Blanks,Female,(A) White - British,Blanks,NULL,Prefer not to say religion,Prefer not to say sexuality,Blanks,Blanks,NULL,Holloway
No Outcome,26-06-2018,43,Blanks,Female,(E) Other Ethnic Groups - Any other background,No,NULL,No religion / atheist,Heterosexual,Blanks,Yes,Job seekers allowance (JSA),Holloway
No Outcome,08-04-2021,43,Blanks,Female,(A) White - Any other White background,Blanks,NULL,No religion / atheist,Heterosexual,Blanks,Blanks,NULL,Holloway
No Outcome,17-09-2020,53,Yes,Female,(C) Asian or Asian British - Indian,No,NULL,Blanks,Blanks,ISCED Level 5 (Short cycle tertiary education),Yes,Universal credit (UC),St Mary's
No Outcome,17-09-2020,53,Yes,Female,(B) Mixed - White and Asian,No,NULL,Blanks,Blanks,ISCED Level 3 (Upper secondary education),Yes,Universal credit (UC),St Mary's
No Outcome,08-07-2021,22,No,Male,(A) White - British,Yes,NULL,No religion / atheist,Gay / lesbian,ISCED Level 1 (Primary education),Yes,"Personal independence payment (PI), Employment support allowance (ESA)",St Mary's
No Outcome,23-09-2020,51,Yes,Female,(D) Black or Black British - Eritrean,No,NULL,Christian,Heterosexual,ISCED Level 2 (Lower secondary education),Yes,Job seekers allowance (JSA),St Mary's
Lbi Job Brokerage,06-02-2018,30,No,Male,(A) White - British,Blanks,NULL,Blanks,Blanks,Blanks,Blanks,"Employment support allowance (ESA), Months on benefits",St Mary's
No Outcome,20-05-2021,22,Blanks,Female,(B) Mixed - White and Black African,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,St Mary's
No Outcome,24-07-2019,33,Yes,Male,(D) Black or Black British - Caribbean,Yes,NULL,Christian,Heterosexual,ISCED Level 6 (Bachelor's or equivalent level),No,"Personal independence payment (PI), Employment support allowance (ESA)",St Mary's
No Outcome,13-07-2020,43,No,Male,(D) Black or Black British - Nigerian,Yes,NULL,Christian,Heterosexual,ISCED Level 7 (Master's or equivalent level),Yes,Universal credit (UC),Caledonian
No Outcome,09-04-2021,43,Blanks,Male,(D) Black or Black British - Other African,Blanks,NULL,Christian,Heterosexual,Blanks,Blanks,NULL,Caledonian
